P139,-175.666,-3.54,150.768,0,0,0
P140,-175.737,-3.341,150.768,0,0,0
P141,-175.495,-3.104,150.75,0,0,0
P142,-175.107,-1.833,150.6,0,0,0
P143,-174.664,-0.418,150.368,0,0,0
P144,-174.009,1.612,150.05,0,0,0
P145,-173.582,3.678,149.708,0,0,0
P146,-173.051,5.902,149.341,0,0,0
P147,-172.666,7.447,149.006,0,0,0
P148,-172.371,8.771,148.682,0,0,0
P149,-171.304,11.015,148.465,0,0,0
P150,-170.39,12.928,148.376,0,0,0
P151,-168.232,15.953,148.408,0,0,0
P152,-165.828,19.369,148.419,0,0,0
P153,-162.705,22.775,148.542,0,0,0
P154,-159.247,26.162,148.706,0,0,0
P155,-156.1,28.898,148.93,0,0,0
P156,-153.159,31.051,149.151,0,0,0
P157,-151.135,31.981,149.36,0,0,0
P158,-149.679,32.608,149.485,0,0,0
P159,-148.53,33.105,149.597,0,0,0
P160,-148.217,33.097,149.652,0,0,0
P161,-147.892,33.389,149.707,0,0,0
P162,-147.971,33.476,149.725,0,0,0
P163,-147.143,33.8,149.786,0,0,0
P164,-146.522,34.062,149.832,0,0,0
P165,-145.138,34.528,149.903,0,0,0
P166,-143.696,34.994,149.984,0,0,0
P167,-141.284,35.672,150.074,0,0,0
P168,-138.637,36.242,150.17,0,0,0
P169,-135.973,36.519,150.249,0,0,0
P170,-132.51,37.305,150.306,0,0,0
P171,-129.818,38.465,150.305,0,0,0
P172,-126.13,39.489,150.308,0,0,0
P173,-122.173,40.315,150.306,0,0,0
P174,-118.351,40.988,150.311,0,0,0
P175,-114.79,41.263,150.34,0,0,0
P176,-112.567,41.712,150.36,0,0,0
P177,-108.435,42.204,150.424,0,0,0
P178,-104.289,42.77,150.497,0,0,0
P179,-99.579,42.829,150.594,0,0,0
P180,-95.17,42.889,150.668,0,0,0
P181,-90.698,42.988,150.746,0,0,0
P182,-86.381,42.452,150.822,0,0,0
P183,-82.139,42.024,150.888,0,0,0
P184,-76.481,41.794,151.025,0,0,0
P185,-72.041,41.301,151.162,0,0,0
P186,-66.413,41.895,151.333,0,0,0
P187,-59.548,42.686,151.516,0,0,0
P188,-51.858,44.217,151.723,0,0,0
P189,-44.383,45.497,151.928,0,0,0
P190,-37.943,46.839,152.137,0,0,0
P191,-31.66,48.19,152.343,0,0,0
P192,-28.079,49.052,152.474,0,0,0
P193,-24.314,50.183,152.596,0,0,0
P194,-20.702,51.087,152.72,0,0,0
P195,-18.2,51.488,152.807,0,0,0
P196,-15.181,51.988,152.904,0,0,0
P197,-13.336,52.129,152.94,0,0,0
P198,-10.892,52.363,152.999,0,0,0
P199,-9.439,52.366,153.03,0,0,0
P200,-7.714,52.466,153.097,0,0,0
P201,-6.712,52.371,153.14,0,0,0
P202,-5.685,52.23,153.186,0,0,0
P203,-4.602,52.303,153.228,0,0,0
P204,-3.044,52.621,153.273,0,0,0
P205,0.24,53.034,153.394,0,0,0
P206,3.489,53.505,153.515,0,0,0
P207,7.962,53.99,153.69,0,0,0
P208,12.087,54.36,153.893,0,0,0
P209,17.222,54.703,154.137,0,0,0
P210,21.818,55.175,154.384,0,0,0
P211,26.639,55.726,154.628,0,0,0
P212,33.243,55.784,154.858,0,0,0
P213,39.051,55.663,155.047,0,0,0
P214,46.16,54.941,155.162,0,0,0
P215,52.868,53.938,155.261,0,0,0
P216,59.147,52.317,155.229,0,0,0
P217,65.073,50.645,155.172,0,0,0
P218,69.626,48.709,155.036,0,0,0
P219,74.58,46.67,154.883,0,0,0
P220,77.49,45.021,154.728,0,0,0
P221,81.031,43.475,154.577,0,0,0
P222,84.366,41.982,154.456,0,0,0
P223,87.093,40.648,154.347,0,0,0
P224,89.614,39.38,154.219,0,0,0
P225,91.208,38.462,154.155,0,0,0
P226,93.966,36.71,154.009,0,0,0
P227,96.201,35.327,153.849,0,0,0
P228,99.28,32.918,153.666,0,0,0
P229,102.429,30.087,153.495,0,0,0
P230,105.396,27.012,153.351,0,0,0
P231,108.292,24.522,153.198,0,0,0
P232,110.459,21.724,153.09,0,0,0
P233,112.524,18.436,153.003,0,0,0
P234,113.45,15.656,152.978,0,0,0
P235,114.317,12.955,153.007,0,0,0
P236,115.504,10.45,152.997,0,0,0
P237,116.198,8.392,153,0,0,0
P238,117.016,6.454,153,0,0,0
P239,117.406,4.663,153.013,0,0,0
P240,117.755,2.807,153.02,0,0,0
P241,117.957,2.137,153.022,0,0,0
P242,117.8,0.054,153.037,0,0,0
P243,117.636,-2.139,153.038,0,0,0
P244,116.793,-4.859,153.077,0,0,0
P245,115.856,-7.785,153.136,0,0,0
P246,114.81,-10.433,153.209,0,0,0
P247,113.672,-12.968,153.289,0,0,0
P248,112.66,-14.669,153.368,0,0,0
P249,111.771,-16.25,153.438,0,0,0
P250,111.115,-17.231,153.491,0,0,0
P251,110.741,-17.85,153.516,0,0,0
P252,110.602,-17.994,153.522,0,0,0
P253,110.699,-17.665,153.507,0,0,0
P254,111.032,-16.86,153.473,0,0,0
P255,111.601,-15.582,153.42,0,0,0
